x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
1.138E+00,3E+00,3.035763E+03,1.415995E+03,6.727511E+03,1.1458E+01,1.1458E+01,5.32646E+02,2.88E+02,5.62296E+02,1.21E+00,9.98E-01,6.514E+00,1.019E+00,0E+00,1.6E-01,9.61E-01,9.86E-01
2.088E+00,6E+00,3.619304E+03,1.346892E+03,6.812869E+03,2.2774E+01,2.2774E+01,5.3712E+02,2.88E+02,5.64077E+02,1.221E+00,9.98E-01,6.594E+00,1.019E+00,2.0747E+01,1.81E-01,9.61E-01,9.86E-01
3.144E+00,9E+00,8.37906E+03,1.386756E+03,7.114797E+03,6.0346E+01,6.0346E+01,5.91877E+02,2.88E+02,5.83515E+02,1.389E+00,9.98E-01,7.498E+00,1.02E+00,1.2525E+01,2.48E-01,9.61E-01,9.86E-01
4.161E+00,1.2E+01,1.4723493E+04,1.547465E+03,7.789196E+03,1.13793E+02,1.13793E+02,6.46523E+02,2.88E+02,6.09627E+02,1.657E+00,9.98E-01,8.918E+00,1.022E+00,1.7437E+01,3.45E-01,9.61E-01,9.86E-01
5.14E+00,1.5E+01,2.1634864E+04,1.924327E+03,8.494091E+03,1.7527E+02,1.7527E+02,7.14736E+02,2.88E+02,6.40855E+02,2.079E+00,9.98E-01,1.1088E+01,1.026E+00,2.5488E+01,5.05E-01,9.61E-01,9.86E-01
6.175E+00,1.8E+01,2.9792907E+04,2.307375E+03,8.827712E+03,2.46218E+02,2.46218E+02,7.82282E+02,2.88E+02,6.71215E+02,2.502E+00,9.98E-01,1.3226E+01,1.03E+00,3.4674E+01,6.87E-01,9.61E-01,9.86E-01
7.148E+00,2.1E+01,3.8983886E+04,2.678077E+03,9.132485E+03,3.32098E+02,3.32098E+02,8.35808E+02,2.88E+02,6.94556E+02,2.964E+00,9.98E-01,1.5526E+01,1.035E+00,4.4589E+01,8.83E-01,9.61E-01,9.86E-01
8.206E+00,2.4E+01,5.0995789E+04,3.087579E+03,9.315877E+03,4.38061E+02,4.38061E+02,9.33251E+02,2.88E+02,7.36392E+02,3.575E+00,9.98E-01,1.8435E+01,1.041E+00,6.0941E+01,1.206E+00,9.61E-01,9.86E-01
9.3E+00,2.7E+01,7.276966E+04,3.560428E+03,9.77431E+03,6.44847E+02,6.44847E+02,1.093114E+03,2.88E+02,7.83448E+02,4.498E+00,9.98E-01,2.2582E+01,1.049E+00,9.0523E+01,1.792E+00,9.61E-01,9.86E-01
1.138E+00,3E+00,3.907719E+03,1.417287E+03,6.731524E+03,1.155E+01,1.155E+01,5.57949E+02,2.88E+02,5.66224E+02,1.241E+00,9.98E-01,6.684E+00,1.019E+00,0E+00,1.9E-01,9.61E-01,9.87E-01
2.088E+00,6E+00,3.620363E+03,1.346847E+03,6.815408E+03,2.2768E+01,2.2768E+01,5.36435E+02,2.88E+02,5.63928E+02,1.221E+00,9.98E-01,6.588E+00,1.019E+00,2.0704E+01,1.8E-01,9.61E-01,9.87E-01
3.144E+00,9E+00,8.379122E+03,1.386757E+03,7.117367E+03,6.0347E+01,6.0347E+01,5.9107E+02,2.88E+02,5.83367E+02,1.389E+00,9.98E-01,7.491E+00,1.02E+00,1.2492E+01,2.47E-01,9.61E-01,9.87E-01
4.161E+00,1.2E+01,1.4723504E+04,1.547466E+03,7.791198E+03,1.13778E+02,1.13778E+02,6.45648E+02,2.88E+02,6.09466E+02,1.657E+00,9.98E-01,8.909E+00,1.022E+00,1.7394E+01,3.44E-01,9.61E-01,9.87E-01
5.14E+00,1.5E+01,2.1635005E+04,1.924329E+03,8.495E+03,1.75292E+02,1.75292E+02,7.1377E+02,2.88E+02,6.40675E+02,2.079E+00,9.98E-01,1.1076E+01,1.026E+00,2.5432E+01,5.03E-01,9.61E-01,9.87E-01
6.175E+00,1.8E+01,2.9793259E+04,2.307362E+03,8.828744E+03,2.46273E+02,2.46273E+02,7.81186E+02,2.88E+02,6.70995E+02,2.502E+00,9.98E-01,1.3212E+01,1.03E+00,3.4602E+01,6.85E-01,9.61E-01,9.87E-01
7.148E+00,2.1E+01,3.8983552E+04,2.678078E+03,9.132992E+03,3.32095E+02,3.32095E+02,8.34785E+02,2.88E+02,6.94387E+02,2.964E+00,9.98E-01,1.551E+01,1.035E+00,4.4509E+01,8.81E-01,9.61E-01,9.87E-01
8.206E+00,2.4E+01,5.0995375E+04,3.087563E+03,9.316268E+03,4.38031E+02,4.38031E+02,9.32202E+02,2.88E+02,7.36231E+02,3.574E+00,9.98E-01,1.8414E+01,1.041E+00,6.0843E+01,1.205E+00,9.61E-01,9.87E-01
9.3E+00,2.7E+01,7.2771644E+04,3.560418E+03,9.775106E+03,6.44774E+02,6.44774E+02,1.092242E+03,2.88E+02,7.83308E+02,4.497E+00,9.98E-01,2.2555E+01,1.049E+00,9.042E+01,1.79E+00,9.61E-01,9.87E-01
1.138E+00,3E+00,4.909537E+03,1.41143E+03,6.730833E+03,1.1206E+01,1.1206E+01,5.86826E+02,2.88E+02,5.70187E+02,1.272E+00,9.98E-01,6.86E+00,1.019E+00,0E+00,2.24E-01,9.61E-01,9.88E-01
2.088E+00,6E+00,3.310689E+03,1.349491E+03,6.81955E+03,2.3231E+01,2.3231E+01,5.25556E+02,2.88E+02,5.62456E+02,1.211E+00,9.98E-01,6.525E+00,1.019E+00,1.867E+01,1.66E-01,9.61E-01,9.88E-01
3.144E+00,9E+00,8.379201E+03,1.386758E+03,7.119938E+03,6.0354E+01,6.0354E+01,5.90265E+02,2.88E+02,5.83219E+02,1.389E+00,9.98E-01,7.484E+00,1.02E+00,1.2458E+01,2.47E-01,9.61E-01,9.88E-01
4.161E+00,1.2E+01,1.4723635E+04,1.547467E+03,7.793211E+03,1.13789E+02,1.13789E+02,6.44776E+02,2.88E+02,6.09307E+02,1.657E+00,9.98E-01,8.9E+00,1.022E+00,1.7352E+01,3.44E-01,9.61E-01,9.88E-01
5.14E+00,1.5E+01,2.1635051E+04,1.92433E+03,8.495907E+03,1.75275E+02,1.75275E+02,7.12805E+02,2.88E+02,6.40494E+02,2.078E+00,9.98E-01,1.1065E+01,1.026E+00,2.5377E+01,5.02E-01,9.61E-01,9.88E-01
6.175E+00,1.8E+01,2.9793529E+04,2.307347E+03,8.829771E+03,2.46227E+02,2.46227E+02,7.80094E+02,2.88E+02,6.70775E+02,2.501E+00,9.98E-01,1.3199E+01,1.03E+00,3.453E+01,6.84E-01,9.61E-01,9.88E-01
7.148E+00,2.1E+01,3.8983134E+04,2.678078E+03,9.133498E+03,3.32225E+02,3.32225E+02,8.33765E+02,2.88E+02,6.94218E+02,2.963E+00,9.98E-01,1.5493E+01,1.035E+00,4.4428E+01,8.8E-01,9.61E-01,9.88E-01
8.206E+00,2.4E+01,5.099505E+04,3.087554E+03,9.316675E+03,4.38058E+02,4.38058E+02,9.31161E+02,2.88E+02,7.36073E+02,3.573E+00,9.98E-01,1.8393E+01,1.041E+00,6.0746E+01,1.203E+00,9.61E-01,9.88E-01
9.3E+00,2.7E+01,7.2773005E+04,3.560419E+03,9.775892E+03,6.44968E+02,6.44968E+02,1.091369E+03,2.88E+02,7.83168E+02,4.496E+00,9.98E-01,2.2528E+01,1.049E+00,9.0316E+01,1.788E+00,9.61E-01,9.88E-01
1.138E+00,3E+00,5.189767E+03,1.408898E+03,6.731878E+03,1.105E+01,1.105E+01,5.93906E+02,2.88E+02,5.71057E+02,1.281E+00,9.98E-01,6.9E+00,1.019E+00,0E+00,2.34E-01,9.61E-01,9.89E-01
2.088E+00,6E+00,3.118445E+03,1.35226E+03,6.823777E+03,2.3722E+01,2.3722E+01,5.17937E+02,2.88E+02,5.61484E+02,1.205E+00,9.98E-01,6.485E+00,1.019E+00,1.6703E+01,1.56E-01,9.61E-01,9.89E-01
3.144E+00,9E+00,8.379315E+03,1.386758E+03,7.122514E+03,6.0362E+01,6.0362E+01,5.89461E+02,2.88E+02,5.83072E+02,1.388E+00,9.98E-01,7.477E+00,1.02E+00,1.2425E+01,2.46E-01,9.61E-01,9.89E-01
4.161E+00,1.2E+01,1.4723696E+04,1.547468E+03,7.79522E+03,1.1379E+02,1.1379E+02,6.43905E+02,2.88E+02,6.09147E+02,1.657E+00,9.98E-01,8.891E+00,1.022E+00,1.731E+01,3.43E-01,9.61E-01,9.89E-01
5.14E+00,1.5E+01,2.1635303E+04,1.924332E+03,8.49682E+03,1.7532E+02,1.7532E+02,7.11844E+02,2.88E+02,6.40315E+02,2.078E+00,9.98E-01,1.1054E+01,1.026E+00,2.5322E+01,5.01E-01,9.61E-01,9.89E-01
6.175E+00,1.8E+01,2.9793816E+04,2.307335E+03,8.8308E+03,2.46228E+02,2.46228E+02,7.79004E+02,2.88E+02,6.70556E+02,2.501E+00,9.98E-01,1.3185E+01,1.03E+00,3.4459E+01,6.82E-01,9.61E-01,9.89E-01
7.148E+00,2.1E+01,3.8982806E+04,2.678078E+03,9.134004E+03,3.32089E+02,3.32089E+02,8.32748E+02,2.88E+02,6.94049E+02,2.962E+00,9.98E-01,1.5476E+01,1.035E+00,4.4348E+01,8.78E-01,9.61E-01,9.89E-01
8.206E+00,2.4E+01,5.0994914E+04,3.087548E+03,9.317083E+03,4.38065E+02,4.38065E+02,9.30123E+02,2.88E+02,7.35915E+02,3.572E+00,9.98E-01,1.8373E+01,1.041E+00,6.0649E+01,1.201E+00,9.61E-01,9.89E-01
9.3E+00,2.7E+01,7.2773374E+04,3.560421E+03,9.776659E+03,6.4479E+02,6.4479E+02,1.090494E+03,2.88E+02,7.83028E+02,4.494E+00,9.98E-01,2.2501E+01,1.05E+00,9.0212E+01,1.786E+00,9.61E-01,9.89E-01
1.138E+00,3E+00,6.605848E+03,1.390559E+03,6.723537E+03,9.958E+00,9.958E+00,6.33396E+02,2.88E+02,5.75868E+02,1.319E+00,9.98E-01,7.123E+00,1.019E+00,0E+00,2.82E-01,9.61E-01,9.9E-01
2.088E+00,6E+00,3.236434E+03,1.35069E+03,6.82536E+03,2.3445E+01,2.3445E+01,5.21432E+02,2.88E+02,5.61872E+02,1.209E+00,9.98E-01,6.501E+00,1.019E+00,1.7703E+01,1.61E-01,9.61E-01,9.9E-01
3.144E+00,9E+00,8.379406E+03,1.386759E+03,7.125087E+03,6.0357E+01,6.0357E+01,5.8866E+02,2.88E+02,5.82925E+02,1.388E+00,9.98E-01,7.47E+00,1.02E+00,1.2391E+01,2.45E-01,9.61E-01,9.9E-01
4.161E+00,1.2E+01,1.4723828E+04,1.547468E+03,7.797236E+03,1.13771E+02,1.13771E+02,6.43037E+02,2.88E+02,6.08988E+02,1.657E+00,9.98E-01,8.882E+00,1.022E+00,1.7268E+01,3.42E-01,9.61E-01,9.9E-01
5.14E+00,1.5E+01,2.1635617E+04,1.924333E+03,8.497735E+03,1.7528E+02,1.7528E+02,7.10885E+02,2.88E+02,6.40136E+02,2.078E+00,9.98E-01,1.1043E+01,1.026E+00,2.5266E+01,5E-01,9.61E-01,9.9E-01
6.175E+00,1.8E+01,2.9794177E+04,2.307326E+03,8.831833E+03,2.46317E+02,2.46317E+02,7.77918E+02,2.88E+02,6.70338E+02,2.501E+00,9.98E-01,1.3172E+01,1.03E+00,3.4387E+01,6.81E-01,9.61E-01,9.9E-01
7.148E+00,2.1E+01,3.8982433E+04,2.67808E+03,9.134509E+03,3.32165E+02,3.32165E+02,8.31733E+02,2.88E+02,6.93881E+02,2.962E+00,9.98E-01,1.5459E+01,1.035E+00,4.4268E+01,8.76E-01,9.61E-01,9.9E-01
8.206E+00,2.4E+01,5.099482E+04,3.087544E+03,9.317491E+03,4.37968E+02,4.37968E+02,9.29089E+02,2.88E+02,7.35758E+02,3.571E+00,9.98E-01,1.8352E+01,1.041E+00,6.0553E+01,1.199E+00,9.61E-01,9.9E-01
9.3E+00,2.7E+01,7.2773273E+04,3.560431E+03,9.777418E+03,6.45102E+02,6.45102E+02,1.089618E+03,2.88E+02,7.82889E+02,4.493E+00,9.98E-01,2.2475E+01,1.05E+00,9.0107E+01,1.784E+00,9.61E-01,9.9E-01
1.138E+00,3E+00,7.363804E+03,1.360545E+03,6.707518E+03,8.212E+00,8.212E+00,6.61188E+02,2.88E+02,5.77592E+02,1.332E+00,9.98E-01,7.204E+00,1.019E+00,1.2542E+01,3.25E-01,9.61E-01,9.91E-01
2.088E+00,6E+00,2.964863E+03,1.35621E+03,6.831259E+03,2.4427E+01,2.4427E+01,5.10259E+02,2.88E+02,5.60507E+02,1.2E+00,9.98E-01,6.444E+00,1.019E+00,1.4285E+01,1.46E-01,9.61E-01,9.91E-01
3.144E+00,9E+00,8.379552E+03,1.386759E+03,7.127666E+03,6.0366E+01,6.0366E+01,5.8786E+02,2.88E+02,5.82778E+02,1.388E+00,9.98E-01,7.462E+00,1.02E+00,1.2358E+01,2.45E-01,9.61E-01,9.91E-01
4.161E+00,1.2E+01,1.4723909E+04,1.547469E+03,7.79925E+03,1.13794E+02,1.13794E+02,6.42171E+02,2.88E+02,6.08829E+02,1.656E+00,9.98E-01,8.873E+00,1.022E+00,1.7227E+01,3.41E-01,9.61E-01,9.91E-01
5.14E+00,1.5E+01,2.1635801E+04,1.924335E+03,8.498645E+03,1.75324E+02,1.75324E+02,7.09929E+02,2.88E+02,6.39958E+02,2.077E+00,9.98E-01,1.1031E+01,1.026E+00,2.5211E+01,4.99E-01,9.61E-01,9.91E-01
6.175E+00,1.8E+01,2.9794513E+04,2.307316E+03,8.832864E+03,2.46238E+02,2.46238E+02,7.76836E+02,2.88E+02,6.7012E+02,2.5E+00,9.98E-01,1.3158E+01,1.03E+00,3.4316E+01,6.79E-01,9.61E-01,9.91E-01
7.148E+00,2.1E+01,3.8982104E+04,2.678079E+03,9.135015E+03,3.32206E+02,3.32206E+02,8.30721E+02,2.88E+02,6.93714E+02,2.961E+00,9.98E-01,1.5442E+01,1.035E+00,4.4188E+01,8.75E-01,9.61E-01,9.91E-01
8.206E+00,2.4E+01,5.0994769E+04,3.08754E+03,9.317899E+03,4.3803E+02,4.3803E+02,9.28058E+02,2.88E+02,7.35602E+02,3.57E+00,9.98E-01,1.8332E+01,1.041E+00,6.0457E+01,1.197E+00,9.61E-01,9.91E-01
9.3E+00,2.7E+01,7.2774884E+04,3.560431E+03,9.778195E+03,6.45026E+02,6.45026E+02,1.088755E+03,2.88E+02,7.82752E+02,4.492E+00,9.98E-01,2.2448E+01,1.05E+00,9.0004E+01,1.782E+00,9.61E-01,9.91E-01
1.138E+00,3E+00,7.094081E+03,1.344005E+03,6.699468E+03,7.272E+00,7.272E+00,6.57462E+02,2.88E+02,5.76194E+02,1.319E+00,9.98E-01,7.137E+00,1.019E+00,2.0663E+01,3.25E-01,9.61E-01,9.92E-01
2.088E+00,6E+00,2.9867E+03,1.355619E+03,6.833478E+03,2.4327E+01,2.4327E+01,5.10411E+02,2.88E+02,5.60454E+02,1.201E+00,9.98E-01,6.442E+00,1.019E+00,1.4661E+01,1.46E-01,9.61E-01,9.92E-01
3.144E+00,9E+00,8.379569E+03,1.38676E+03,7.130236E+03,6.036E+01,6.036E+01,5.87061E+02,2.88E+02,5.82631E+02,1.388E+00,9.98E-01,7.455E+00,1.02E+00,1.2324E+01,2.44E-01,9.61E-01,9.92E-01
4.161E+00,1.2E+01,1.4723985E+04,1.547469E+03,7.801265E+03,1.13798E+02,1.13798E+02,6.41307E+02,2.88E+02,6.0867E+02,1.656E+00,9.98E-01,8.864E+00,1.022E+00,1.7185E+01,3.4E-01,9.61E-01,9.92E-01
5.14E+00,1.5E+01,2.1635967E+04,1.924337E+03,8.499556E+03,1.75294E+02,1.75294E+02,7.08974E+02,2.88E+02,6.39779E+02,2.077E+00,9.98E-01,1.102E+01,1.026E+00,2.5156E+01,4.98E-01,9.61E-01,9.92E-01
6.175E+00,1.8E+01,2.9794779E+04,2.307302E+03,8.83389E+03,2.46268E+02,2.46268E+02,7.75757E+02,2.88E+02,6.69902E+02,2.5E+00,9.98E-01,1.3145E+01,1.03E+00,3.4245E+01,6.78E-01,9.61E-01,9.92E-01
7.148E+00,2.1E+01,3.8981712E+04,2.678081E+03,9.135519E+03,3.32074E+02,3.32074E+02,8.29712E+02,2.88E+02,6.93547E+02,2.961E+00,9.98E-01,1.5425E+01,1.035E+00,4.4108E+01,8.73E-01,9.61E-01,9.92E-01
8.206E+00,2.4E+01,5.0994659E+04,3.087541E+03,9.318307E+03,4.37958E+02,4.37958E+02,9.2703E+02,2.88E+02,7.35447E+02,3.57E+00,9.98E-01,1.8311E+01,1.041E+00,6.0361E+01,1.195E+00,9.61E-01,9.92E-01
9.3E+00,2.7E+01,7.2775567E+04,3.560429E+03,9.778953E+03,6.45109E+02,6.45109E+02,1.087888E+03,2.88E+02,7.82615E+02,4.491E+00,9.98E-01,2.2421E+01,1.05E+00,8.9901E+01,1.78E+00,9.61E-01,9.92E-01
1.138E+00,3E+00,5.74148E+03,1.32126E+03,6.686624E+03,6.013E+00,6.013E+00,6.27173E+02,2.88E+02,5.70939E+02,1.276E+00,9.98E-01,6.893E+00,1.019E+00,3.0062E+01,2.95E-01,9.61E-01,9.93E-01
2.088E+00,6E+00,2.899894E+03,1.3586E+03,6.837879E+03,2.4862E+01,2.4862E+01,5.05815E+02,2.88E+02,5.59928E+02,1.199E+00,9.98E-01,6.42E+00,1.019E+00,1.2727E+01,1.4E-01,9.61E-01,9.93E-01
3.144E+00,9E+00,8.379724E+03,1.386761E+03,7.132816E+03,6.0368E+01,6.0368E+01,5.86265E+02,2.88E+02,5.82484E+02,1.388E+00,9.98E-01,7.448E+00,1.02E+00,1.2291E+01,2.43E-01,9.61E-01,9.93E-01
4.161E+00,1.2E+01,1.4724099E+04,1.54747E+03,7.803285E+03,1.13799E+02,1.13799E+02,6.40445E+02,2.88E+02,6.08512E+02,1.656E+00,9.98E-01,8.855E+00,1.022E+00,1.7143E+01,3.39E-01,9.61E-01,9.93E-01
5.14E+00,1.5E+01,2.1636022E+04,1.924339E+03,8.500463E+03,1.75333E+02,1.75333E+02,7.08021E+02,2.88E+02,6.39601E+02,2.077E+00,9.98E-01,1.1009E+01,1.026E+00,2.5101E+01,4.97E-01,9.61E-01,9.93E-01
6.175E+00,1.8E+01,2.9795096E+04,2.307293E+03,8.834919E+03,2.46285E+02,2.46285E+02,7.74681E+02,2.88E+02,6.69685E+02,2.499E+00,9.98E-01,1.3131E+01,1.03E+00,3.4174E+01,6.77E-01,9.61E-01,9.93E-01
7.148E+00,2.1E+01,3.8981356E+04,2.678082E+03,9.136024E+03,3.32077E+02,3.32077E+02,8.28706E+02,2.88E+02,6.9338E+02,2.96E+00,9.98E-01,1.5409E+01,1.035E+00,4.4029E+01,8.72E-01,9.61E-01,9.93E-01
8.206E+00,2.4E+01,5.0994595E+04,3.087538E+03,9.318714E+03,4.38E+02,4.38E+02,9.26006E+02,2.88E+02,7.35292E+02,3.569E+00,9.98E-01,1.8291E+01,1.041E+00,6.0266E+01,1.193E+00,9.61E-01,9.93E-01
9.3E+00,2.7E+01,7.2776654E+04,3.560429E+03,9.779716E+03,6.44836E+02,6.44836E+02,1.087026E+03,2.88E+02,7.82479E+02,4.489E+00,9.98E-01,2.2394E+01,1.05E+00,8.9798E+01,1.778E+00,9.61E-01,9.93E-01
1.138E+00,3E+00,3.967871E+03,1.310521E+03,6.680675E+03,5.417E+00,5.417E+00,5.81387E+02,2.88E+02,5.63832E+02,1.221E+00,9.98E-01,6.578E+00,1.019E+00,3.2602E+01,2.43E-01,9.61E-01,9.94E-01
2.088E+00,6E+00,2.908392E+03,1.358349E+03,6.840274E+03,2.4818E+01,2.4818E+01,5.0548E+02,2.88E+02,5.5982E+02,1.199E+00,9.98E-01,6.416E+00,1.019E+00,1.2974E+01,1.4E-01,9.61E-01,9.94E-01
3.144E+00,9E+00,8.379811E+03,1.386761E+03,7.135393E+03,6.0368E+01,6.0368E+01,5.85469E+02,2.88E+02,5.82337E+02,1.388E+00,9.98E-01,7.441E+00,1.02E+00,1.2258E+01,2.43E-01,9.61E-01,9.94E-01
4.161E+00,1.2E+01,1.4724224E+04,1.547471E+03,7.805308E+03,1.13796E+02,1.13796E+02,6.39586E+02,2.88E+02,6.08354E+02,1.656E+00,9.98E-01,8.847E+00,1.022E+00,1.7102E+01,3.39E-01,9.61E-01,9.94E-01
5.14E+00,1.5E+01,2.163628E+04,1.924341E+03,8.501377E+03,1.75301E+02,1.75301E+02,7.07072E+02,2.88E+02,6.39423E+02,2.077E+00,9.98E-01,1.0998E+01,1.026E+00,2.5046E+01,4.96E-01,9.61E-01,9.94E-01
6.175E+00,1.8E+01,2.9795416E+04,2.307284E+03,8.835948E+03,2.46262E+02,2.46262E+02,7.73608E+02,2.88E+02,6.69469E+02,2.499E+00,9.98E-01,1.3118E+01,1.03E+00,3.4103E+01,6.75E-01,9.61E-01,9.94E-01
7.148E+00,2.1E+01,3.8981082E+04,2.678081E+03,9.136528E+03,3.32194E+02,3.32194E+02,8.27702E+02,2.88E+02,6.93214E+02,2.959E+00,9.98E-01,1.5392E+01,1.035E+00,4.3949E+01,8.7E-01,9.61E-01,9.94E-01
8.206E+00,2.4E+01,5.0994506E+04,3.087537E+03,9.31912E+03,4.37964E+02,4.37964E+02,9.24984E+02,2.88E+02,7.35138E+02,3.568E+00,9.98E-01,1.827E+01,1.041E+00,6.0171E+01,1.191E+00,9.61E-01,9.94E-01
9.3E+00,2.7E+01,7.277773E+04,3.560429E+03,9.780476E+03,6.4486E+02,6.4486E+02,1.086167E+03,2.88E+02,7.82343E+02,4.488E+00,9.98E-01,2.2368E+01,1.05E+00,8.9694E+01,1.776E+00,9.61E-01,9.94E-01
1.138E+00,3E+00,2.725341E+03,1.309273E+03,6.681048E+03,5.34E+00,5.34E+00,5.45444E+02,2.88E+02,5.58371E+02,1.18E+00,9.98E-01,6.348E+00,1.019E+00,3.165E+01,2E-01,9.61E-01,9.95E-01
2.088E+00,6E+00,2.866631E+03,1.361549E+03,6.8448E+03,2.5388E+01,2.5388E+01,5.0213E+02,2.88E+02,5.59507E+02,1.198E+00,9.98E-01,6.403E+00,1.019E+00,1.1092E+01,1.35E-01,9.61E-01,9.95E-01
3.144E+00,9E+00,8.37998E+03,1.386761E+03,7.137975E+03,6.0362E+01,6.0362E+01,5.84677E+02,2.88E+02,5.82191E+02,1.388E+00,9.98E-01,7.434E+00,1.02E+00,1.2225E+01,2.42E-01,9.61E-01,9.95E-01
4.161E+00,1.2E+01,1.4724277E+04,1.547471E+03,7.807326E+03,1.13796E+02,1.13796E+02,6.38728E+02,2.88E+02,6.08196E+02,1.656E+00,9.98E-01,8.838E+00,1.022E+00,1.706E+01,3.38E-01,9.61E-01,9.95E-01
5.14E+00,1.5E+01,2.1636436E+04,1.924343E+03,8.502288E+03,1.75285E+02,1.75285E+02,7.06125E+02,2.88E+02,6.39246E+02,2.076E+00,9.98E-01,1.0987E+01,1.026E+00,2.4991E+01,4.95E-01,9.61E-01,9.95E-01
6.175E+00,1.8E+01,2.9795738E+04,2.307277E+03,8.836978E+03,2.46316E+02,2.46316E+02,7.72539E+02,2.88E+02,6.69254E+02,2.499E+00,9.98E-01,1.3104E+01,1.03E+00,3.4033E+01,6.74E-01,9.61E-01,9.95E-01
7.148E+00,2.1E+01,3.8980739E+04,2.678081E+03,9.137032E+03,3.32168E+02,3.32168E+02,8.26701E+02,2.88E+02,6.93049E+02,2.959E+00,9.98E-01,1.5375E+01,1.035E+00,4.387E+01,8.69E-01,9.61E-01,9.95E-01
8.206E+00,2.4E+01,5.0994454E+04,3.087535E+03,9.319525E+03,4.38094E+02,4.38094E+02,9.23966E+02,2.88E+02,7.34985E+02,3.567E+00,9.98E-01,1.825E+01,1.041E+00,6.0076E+01,1.189E+00,9.61E-01,9.95E-01
9.3E+00,2.7E+01,7.2778436E+04,3.560432E+03,9.781226E+03,6.45082E+02,6.45082E+02,1.085308E+03,2.88E+02,7.82209E+02,4.487E+00,9.98E-01,2.2341E+01,1.05E+00,8.9589E+01,1.773E+00,9.61E-01,9.95E-01
1.138E+00,3E+00,1.177005E+03,1.316448E+03,6.686037E+03,5.707E+00,5.707E+00,4.93523E+02,2.88E+02,5.50509E+02,1.127E+00,9.98E-01,6.032E+00,1.019E+00,2.5181E+01,1.37E-01,9.61E-01,9.96E-01
2.088E+00,6E+00,2.88455E+03,1.361037E+03,6.847037E+03,2.5305E+01,2.5305E+01,5.02231E+02,2.88E+02,5.59441E+02,1.198E+00,9.98E-01,6.4E+00,1.019E+00,1.1455E+01,1.35E-01,9.61E-01,9.96E-01
3.144E+00,9E+00,8.380032E+03,1.386762E+03,7.14055E+03,6.037E+01,6.037E+01,5.83884E+02,2.88E+02,5.82044E+02,1.388E+00,9.98E-01,7.427E+00,1.02E+00,1.2191E+01,2.41E-01,9.61E-01,9.96E-01
4.161E+00,1.2E+01,1.4724438E+04,1.547472E+03,7.809356E+03,1.13789E+02,1.13789E+02,6.37873E+02,2.88E+02,6.08039E+02,1.655E+00,9.98E-01,8.829E+00,1.022E+00,1.7019E+01,3.37E-01,9.61E-01,9.96E-01
5.14E+00,1.5E+01,2.1636483E+04,1.924346E+03,8.503196E+03,1.75319E+02,1.75319E+02,7.05179E+02,2.88E+02,6.39068E+02,2.076E+00,9.98E-01,1.0976E+01,1.026E+00,2.4937E+01,4.94E-01,9.61E-01,9.96E-01
6.175E+00,1.8E+01,2.9795987E+04,2.307265E+03,8.838002E+03,2.46281E+02,2.46281E+02,7.71473E+02,2.88E+02,6.69039E+02,2.498E+00,9.98E-01,1.3091E+01,1.03E+00,3.3962E+01,6.72E-01,9.61E-01,9.96E-01
7.148E+00,2.1E+01,3.8980406E+04,2.678081E+03,9.137535E+03,3.32153E+02,3.32153E+02,8.25703E+02,2.88E+02,6.92883E+02,2.958E+00,9.98E-01,1.5359E+01,1.035E+00,4.3791E+01,8.67E-01,9.61E-01,9.96E-01
8.206E+00,2.4E+01,5.0994406E+04,3.087533E+03,9.31993E+03,4.38105E+02,4.38105E+02,9.22951E+02,2.88E+02,7.34832E+02,3.566E+00,9.98E-01,1.823E+01,1.041E+00,5.9981E+01,1.187E+00,9.61E-01,9.96E-01
9.3E+00,2.7E+01,7.2778792E+04,3.560436E+03,9.781967E+03,6.44853E+02,6.44853E+02,1.084449E+03,2.88E+02,7.82074E+02,4.486E+00,9.98E-01,2.2315E+01,1.05E+00,8.9485E+01,1.771E+00,9.61E-01,9.96E-01
1.138E+00,3E+00,3.62011E+02,1.333954E+03,6.698542E+03,6.648E+00,6.648E+00,4.56091E+02,2.88E+02,5.45723E+02,1.097E+00,9.98E-01,5.849E+00,1.019E+00,1.3818E+01,8.6E-02,9.61E-01,9.97E-01
2.088E+00,6E+00,2.867327E+03,1.366204E+03,6.852891E+03,2.624E+01,2.624E+01,4.98719E+02,2.88E+02,5.59257E+02,1.199E+00,9.98E-01,6.393E+00,1.019E+00,8.359E+00,1.29E-01,9.61E-01,9.97E-01
3.144E+00,9E+00,8.380161E+03,1.386763E+03,7.143132E+03,6.0368E+01,6.0368E+01,5.83094E+02,2.88E+02,5.81898E+02,1.388E+00,9.98E-01,7.42E+00,1.02E+00,1.2158E+01,2.41E-01,9.61E-01,9.97E-01
4.161E+00,1.2E+01,1.4724347E+04,1.547473E+03,7.811365E+03,1.138E+02,1.138E+02,6.37018E+02,2.88E+02,6.07881E+02,1.655E+00,9.98E-01,8.82E+00,1.023E+00,1.6977E+01,3.36E-01,9.61E-01,9.97E-01
5.14E+00,1.5E+01,2.1636639E+04,1.924348E+03,8.504107E+03,1.75292E+02,1.75292E+02,7.04237E+02,2.88E+02,6.38892E+02,2.076E+00,9.98E-01,1.0964E+01,1.026E+00,2.4882E+01,4.93E-01,9.61E-01,9.97E-01
