theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
-1.4649433E+00,5.8970542E-01,4.093535E-02,1.0758857E+00,6.0923779E-01,9.917437E-02,-6.4370256E-01,-1.0659134E+00,8.7324928E-01
-6.4052505E-01,-5.4578495E-01,-8.3708297E-03,-5.9562065E-01,1.0091493E+00,-1.3620631E+00,9.3624953E-01,-1.4445349E+00,9.7331759E-01
9.3349899E-01,4.4292035E-01,6.8313484E-01,-1.4819948E+00,-6.8616964E-01,5.9039191E-01,-6.9178025E-01,-7.0675681E-02,6.1003387E-01
2.0375014E-01,-1.412278E+00,-1.0738793E+00,-1.3402453E+00,3.3347563E-01,1.5672567E+00,2.8373712E-01,-3.2415152E-01,9.3919428E-01
9.2658931E-02,-1.4237667E+00,-2.3953142E-01,-2.8286762E-01,1.2361171E-01,-1.3714623E+00,-1.6782396E-01,-4.9297234E-01,1.1050824E+00
-9.1130715E-01,2.6396362E-01,-1.4243733E+00,-9.2637921E-01,9.4933796E-01,-3.0174623E-01,5.3283129E-01,-1.0062961E+00,1.1944718E+00
-1.0750018E+00,5.077575E-01,-5.0577741E-01,7.7813074E-02,-6.2605386E-01,-9.1826436E-01,-1.385236E+00,1.5161734E+00,7.1265468E-01
-2.561521E-01,1.3146369E+00,5.4876581E-01,9.0179457E-01,-8.9351083E-01,1.3755472E+00,6.8126456E-01,8.6910708E-01,2.859389E-01
-1.166477E+00,2.8063306E-01,-6.0902453E-01,1.4184516E+00,-4.2358758E-01,-1.5896286E-01,-1.0917127E+00,-1.323167E+00,7.4233468E-01
-1.441344E+00,1.069281E+00,-5.6633684E-01,1.5112096E+00,-3.8752324E-01,-1.3349673E+00,-1.5150688E+00,8.6665201E-01,9.1973683E-01
1.5299789E-01,1.4957985E+00,6.0250549E-01,-8.76112E-01,-5.8148151E-01,4.5982205E-01,-1.1523035E+00,1.3967588E+00,5.5310983E-01
-1.5288041E+00,8.6041284E-01,9.567311E-01,-1.6959359E-01,5.3500529E-01,-8.8700977E-02,1.1538994E+00,1.3454318E+00,6.0219834E-01
4.7649179E-01,2.0760978E-01,1.108465E+00,-9.348927E-01,5.9571421E-01,1.4591964E+00,5.3607299E-01,-5.1117131E-01,3.2913197E-01
4.7781374E-01,-1.0118881E+00,3.2668794E-01,1.5049012E+00,-8.70456E-02,1.4412396E+00,-3.0892531E-01,9.997182E-01,3.3077295E-01
7.0470056E-01,-1.3622848E+00,-8.5972949E-01,-8.7826185E-02,1.006778E+00,1.2341459E+00,9.4504656E-01,1.0263482E+00,9.6208327E-01
9.7988931E-02,7.0140434E-03,-1.2889988E+00,4.5385157E-01,2.9919432E-01,1.4960977E+00,-4.949575E-01,-6.5104732E-01,6.3750989E-01
7.0541059E-01,-1.4954936E+00,2.1944442E-01,9.6450949E-02,-1.1309318E+00,-3.928329E-01,1.8667441E-01,1.4831497E-02,6.8212314E-01
-5.3485467E-01,1.1219804E+00,-2.7380373E-02,-1.0709461E-02,-9.3556084E-01,1.2852056E+00,-1.0142018E+00,1.0871546E+00,7.1123892E-01
-1.2058513E+00,1.2848008E+00,-1.5094088E+00,-9.2312593E-01,-2.9974236E-01,-1.1413593E+00,5.9221079E-01,3.0520448E-01,9.2686121E-01
-3.2892752E-01,1.4804423E+00,-2.7311363E-01,1.3486336E+00,1.3447797E+00,-2.604081E-01,7.2116743E-01,-6.4908044E-01,8.9033825E-01
9.1827238E-01,3.805146E-01,-3.5390839E-01,-1.0537987E-01,1.0949346E+00,-4.4036887E-01,3.9648203E-01,-1.4853323E+00,8.5006809E-01
-1.2407844E+00,-9.7375531E-01,-1.1034537E+00,7.3878997E-01,-8.8467372E-01,3.1262828E-01,3.5544834E-01,-8.8476528E-01,7.0264663E-01
2.8953739E-02,-1.349436E+00,-9.2513103E-01,1.2689153E+00,4.4680327E-01,-1.5409527E+00,-1.2888998E+00,-1.0920398E+00,1.0082746E+00
-3.2137164E-01,-8.1404428E-01,-9.3523584E-01,1.5290106E+00,1.0161723E+00,4.9768522E-01,-1.2583035E+00,-7.2912857E-01,1.2131701E+00
-8.9533139E-01,-6.1871567E-03,-1.1206948E+00,-1.4655944E-01,1.109924E+00,-1.4656678E+00,8.9518424E-01,8.8906937E-01,1.2598882E+00
3.9415255E-01,-3.1498576E-01,1.4717017E+00,-2.1585672E-01,-2.8411748E-01,-2.5035775E-01,2.7425637E-01,1.1741888E+00,4.7994649E-01
-1.0969699E+00,-3.820412E-01,1.1312604E+00,6.3566422E-01,5.8369762E-02,-1.170097E+00,7.10448E-01,-8.9380901E-01,5.4948659E-01
1.2339569E+00,4.4894876E-01,1.7516681E-01,-9.4802054E-01,8.4368378E-01,5.4907805E-01,-6.9407087E-01,8.4809861E-01,8.0481829E-01
1.4598111E+00,-6.2367591E-01,3.5620532E-01,7.7674475E-01,-1.3559923E+00,1.4971655E+00,-5.1566799E-01,5.8741261E-01,3.6440615E-01
-7.936364E-01,1.3736556E+00,-1.1328119E+00,1.4315784E+00,-1.0488304E+00,-1.2957759E+00,8.2229773E-01,-1.381948E+00,4.6637786E-01
5.5545007E-01,-5.3468853E-01,-1.1180798E+00,-9.1958516E-01,-2.1579515E-01,-5.8519655E-01,4.9184895E-01,-6.0583046E-01,9.1107387E-01
-1.3641012E+00,-1.5550684E+00,1.4403194E+00,1.1680597E+00,-1.4710997E+00,9.2816486E-01,9.7499683E-01,-2.9073496E-01,5.1113201E-01
8.9359852E-01,-1.1250089E+00,1.4772118E+00,-2.3298772E-01,-4.3773991E-01,-1.4823529E+00,2.2436754E-01,-1.2059343E+00,3.8279523E-01
-1.2442199E+00,1.2212529E+00,-5.0819529E-01,-1.4001525E+00,5.1536595E-01,-1.0746699E+00,1.0341406E+00,1.418641E+00,7.4398571E-01
-1.1626671E+00,-1.5691356E+00,7.5210725E-01,1.307244E+00,3.8465019E-01,-9.6132314E-01,1.5113308E+00,1.5529547E+00,7.7780354E-01
-2.3967523E-01,1.2075313E+00,-1.1023333E+00,-1.4492142E+00,-5.8190101E-01,2.5303555E-01,1.1602544E+00,1.573736E-01,8.3031735E-01
-6.9975787E-01,2.9058322E-01,-9.4339968E-01,-1.7548582E-01,-2.3235493E-01,-9.4803507E-01,5.300064E-01,-2.4288722E-01,1.01429E+00
1.292313E+00,-1.3443797E+00,-1.0023916E-01,5.6538281E-01,-1.8961101E-01,5.3259322E-01,1.402436E+00,-1.2766029E+00,3.862398E-01
-1.0672142E+00,-6.5547009E-01,-8.2586299E-01,-9.2880692E-01,-1.2173007E+00,8.9676543E-01,-6.2752969E-01,1.2127174E+00,6.5208385E-01
-1.3167259E+00,1.0795596E+00,-7.228904E-01,1.1597727E-01,-1.1208023E+00,-1.4249084E+00,-5.6491803E-01,-5.1252841E-01,9.7843967E-01
-8.3328453E-01,1.4607547E+00,-1.0802165E+00,1.4425073E+00,-3.3519177E-01,-7.541408E-02,-6.8425299E-01,1.8212236E-01,9.2907032E-01
2.0687083E-01,-6.4210125E-01,6.5122908E-02,5.4955829E-01,-6.9247449E-01,-1.4226068E+00,1.1306762E+00,1.0193178E+00,8.58091E-01
-8.649626E-01,-4.2488958E-01,1.2464705E+00,1.4374715E-01,1.1819757E+00,9.0979698E-01,-2.1937257E-01,5.7035974E-01,4.6777228E-01
-1.2772529E+00,-2.7908895E-01,1.2899548E+00,7.3534103E-02,1.1744491E+00,8.2645776E-01,1.2349101E+00,1.0370091E+00,1.5466887E-01
-2.8682285E-01,-2.5011572E-01,1.3869751E-01,1.2417598E+00,3.3899227E-01,1.2945318E+00,-1.3687573E+00,-5.4425545E-01,6.1765171E-01
-1.4285361E+00,-2.439973E-01,2.7323716E-02,6.5612505E-01,-1.4059881E+00,-1.4739373E+00,1.1797259E+00,1.016508E+00,9.0136538E-01
-1.3556679E+00,-1.0841335E+00,5.5716865E-01,5.0342977E-01,6.1784737E-01,-1.0068483E+00,1.0616433E+00,4.6963878E-01,1.0497682E+00
1.2618028E+00,2.0565249E-01,-7.5417773E-01,8.3520687E-01,1.197051E+00,-1.4805632E+00,-1.2069873E+00,1.5382193E+00,2.6940252E-01
1.3692035E+00,6.4942063E-01,8.6120243E-01,6.8594959E-01,7.7496452E-02,7.2992416E-01,-5.7165268E-01,6.8502441E-01,6.1745625E-01
3.7482921E-02,9.1959564E-01,9.1194454E-01,-8.9029925E-01,-1.2780835E+00,-8.395141E-02,-7.7633046E-01,-7.3173983E-01,3.888138E-01
-1.484663E+00,-9.9189196E-01,-7.7867321E-01,1.4627467E-01,1.4606639E+00,-3.9624186E-01,-7.5177345E-01,9.8393594E-01,1.1800252E+00
9.391547E-01,-1.4375477E+00,7.1429611E-01,-1.4286337E+00,9.7370414E-01,5.3947475E-01,4.2922403E-01,-3.3236432E-01,8.2656775E-01
1.0116124E+00,1.1241119E+00,1.1491533E+00,1.4588051E-01,4.8937353E-01,3.1568864E-01,8.71522E-01,-2.9545241E-01,4.4935888E-01
-1.3062517E-01,-5.9034753E-01,-6.9139162E-01,1.3714993E+00,2.1139492E-01,-3.710833E-01,1.5653688E+00,1.1893419E+00,6.1999664E-01
5.560766E-01,-8.2135284E-01,5.3220772E-01,9.2370566E-01,-2.2682597E-01,-7.3556618E-01,1.4560695E+00,-6.8397313E-01,1.9073289E-01
-2.5874405E-01,-3.1909499E-01,7.0081324E-01,-1.0298722E+00,-1.5122107E+00,-4.9374942E-01,-8.4614558E-01,-4.4884255E-01,4.8833873E-01
-7.4708316E-01,-3.3078383E-01,7.371974E-01,1.1133175E+00,-2.3988318E-01,-1.5003114E+00,8.2117485E-01,-7.3283219E-01,6.9478208E-01
7.1917626E-01,1.1351981E+00,-3.6470307E-01,2.0211934E-01,-1.0531956E+00,-1.3112437E+00,4.6920438E-01,1.4741817E+00,9.5816071E-01
1.4885218E+00,3.8274371E-01,-3.1728118E-01,9.5809421E-01,-1.3262327E+00,1.997274E-01,5.2051151E-01,-1.169305E+00,4.0137766E-01
1.0840975E+00,-1.2081463E+00,-1.2620925E+00,-1.1146011E+00,-3.9283798E-01,-1.5441019E+00,-1.0985697E+00,1.2939326E+00,9.8685828E-01
-8.1133515E-01,-1.2017994E+00,4.4375763E-02,2.1628659E-01,1.1998386E+00,9.7659272E-01,-5.217619E-01,1.021244E+00,1.1694897E+00
1.5438097E+00,-1.3428746E+00,1.2659862E+00,3.0599511E-01,-1.9636955E-01,-1.2276953E+00,-1.0671253E+00,1.5271562E+00,3.0111823E-01
3.9513904E-01,-4.9229303E-01,-5.7773606E-01,7.2637513E-02,1.4307783E+00,1.0618696E-01,1.7675372E-01,1.0272315E-01,1.1014618E+00
-2.2500333E-01,9.8616957E-01,6.5291659E-01,-1.2608629E+00,1.3401035E+00,2.5968223E-01,-1.2469462E+00,-1.4080464E+00,7.9315523E-01
8.465312E-01,-4.9082985E-01,-1.3963257E-02,-1.2807347E+00,1.0419544E+00,8.0703075E-01,1.3926618E-01,5.8170056E-01,9.8216212E-01
-6.2332943E-01,4.449707E-01,9.3899144E-01,8.8464242E-01,8.8971345E-01,1.5103723E+00,1.6018085E-01,4.9022963E-03,2.0930304E-01
9.1369335E-01,-1.5095908E+00,1.4092417E+00,-9.7294614E-01,-5.6702408E-01,7.5942897E-01,-1.8543984E-01,7.1148444E-01,5.8691539E-01
3.3932152E-01,-1.9113554E-01,6.5887414E-01,-3.1600074E-01,-1.5231494E+00,-5.6823841E-01,-2.274595E-01,1.0172803E+00,6.032997E-01
9.8617644E-01,1.4342272E+00,-4.1644201E-01,1.4087233E+00,1.2666512E+00,5.86767E-02,4.0639934E-01,8.8305703E-01,1.1637506E+00
-3.7544182E-01,-3.8305079E-01,3.2756262E-01,1.3705649E+00,1.1743645E+00,-2.8079846E-01,5.3127327E-01,6.5582534E-01,7.8803481E-01
1.4089362E+00,-8.1129989E-01,1.2746497E+00,9.2773413E-01,-1.0820778E+00,-7.0754902E-01,7.034894E-01,-1.3921212E+00,3.6689223E-01
-1.334362E+00,-1.0051562E+00,5.1763241E-01,7.0314774E-01,1.9766516E-01,-8.4820706E-01,-1.4083249E+00,1.200947E+00,6.3911263E-01
1.2070903E+00,-1.3160626E+00,7.7784911E-01,-8.6744598E-01,1.4949583E+00,7.3132945E-01,-9.5780225E-01,-4.1721267E-01,6.9941831E-01
-8.3825895E-01,8.9051611E-01,1.1429482E+00,9.6690938E-01,-6.9316603E-01,1.5436227E+00,-2.6172848E-01,-5.8490005E-02,2.1274605E-01
1.4248146E+00,3.5685037E-01,-1.3082967E+00,-6.1292086E-01,-1.0158429E+00,3.941597E-01,-6.4089815E-01,2.7698329E-01,4.0478577E-01
-1.5012442E+00,2.8372171E-01,-5.3554735E-01,-7.8585915E-02,1.2851664E+00,-9.7683654E-01,9.4607138E-01,-5.8224047E-01,1.1954874E+00
-1.2812511E+00,-4.2692455E-01,-2.8140277E-01,-1.324556E+00,1.3422782E+00,2.7147613E-01,1.0211954E+00,3.4557701E-01,1.341381E+00
-1.5107389E+00,7.6636053E-02,-1.4393519E+00,-4.869216E-01,-1.0713203E-01,1.1067094E+00,7.1046566E-01,-6.9194705E-01,8.7220481E-01
-6.3704986E-01,-3.0849224E-02,-9.2404368E-01,1.5745845E-01,-4.3541125E-01,-9.0502289E-01,-3.9732718E-01,6.2188992E-01,1.0450054E+00
-3.4922365E-01,-1.2012496E-01,-1.5095946E+00,1.1832233E+00,-1.1875773E+00,8.7187755E-01,1.1480098E+00,2.5056995E-02,1.0917242E+00
-9.0683473E-01,1.103796E+00,-2.5476738E-01,1.5215535E-01,-1.0737135E+00,1.257823E+00,-1.0606674E+00,1.5949485E-01,6.9568265E-01
-1.3054103E+00,3.9531637E-01,1.1540012E-01,1.8591568E-02,-5.9504282E-01,4.5375928E-01,-1.240921E+00,8.5144627E-01,8.4729329E-01
8.5234148E-01,-3.8627535E-01,1.1670932E+00,1.4508157E+00,-1.1952706E+00,-1.4546858E+00,8.7380087E-01,3.0298622E-01,5.1423509E-01
-3.5929248E-01,1.5422431E+00,-7.6901851E-01,-1.1835142E+00,-1.5692718E+00,-1.0299696E+00,-9.7440203E-01,-2.3225194E-01,9.7805275E-01
-4.876683E-01,-8.007523E-01,-3.8189693E-01,1.2415083E+00,-1.0815675E+00,-5.2402214E-01,3.4761812E-01,1.5412586E+00,1.0129319E+00
1.7407145E-01,3.3906769E-01,-2.6794625E-01,-4.2920182E-01,-6.5068166E-01,-1.3558776E+00,-9.4455307E-01,1.5022879E+00,6.5520842E-01
7.9614554E-01,-1.3846546E-01,-1.4702864E+00,-4.9826275E-01,-1.2261961E-01,8.7886031E-01,-6.3572488E-01,-2.7947288E-02,9.7251485E-01
7.7501121E-01,7.3111547E-01,6.6508064E-01,1.1840331E+00,1.7043718E-02,-7.6348156E-01,-7.1416608E-02,1.5288314E+00,6.9596545E-01
5.7029931E-01,1.0888854E+00,2.2372261E-01,1.1966795E+00,5.6882992E-01,-1.5701518E+00,-2.1054177E-01,-1.6365727E-02,8.9125612E-01
2.1333795E-02,1.1192515E+00,-3.8047515E-01,1.162051E-01,4.5793845E-01,-1.6240111E-01,-1.1421399E+00,1.4013843E+00,7.4575005E-01
4.1553125E-01,-5.9754208E-01,-1.504768E+00,-1.0114575E+00,-3.3049982E-01,5.6860838E-01,-8.1385082E-01,5.4565193E-01,8.5531742E-01
7.3230529E-02,7.8199694E-01,-8.1489937E-01,-4.0823346E-01,-3.746403E-01,-1.2389042E-01,1.0366459E-01,4.6300155E-01,8.5126121E-01
-7.1882455E-01,-1.4011668E+00,1.3302989E+00,5.8542926E-02,-8.2786171E-01,6.4960472E-01,-1.2931463E+00,-5.7988252E-02,8.0909774E-01
1.2812047E+00,-3.2495287E-02,-3.8098991E-01,6.12461E-01,2.4215618E-01,8.7201514E-01,-3.7132085E-01,-7.1483022E-01,7.0404794E-01
7.3206025E-01,4.8884056E-01,-7.3160903E-01,-1.3671615E+00,1.556398E+00,4.286871E-01,1.55509E+00,-7.0125929E-01,5.9149336E-01
1.2598691E+00,6.7849163E-01,4.066599E-02,-2.7479566E-01,1.4804871E+00,1.2721839E+00,1.4882366E+00,1.1907024E+00,6.4177216E-01
2.8465162E-01,-5.7256419E-01,-1.3939082E+00,-3.4942076E-01,1.1334012E+00,-8.4455755E-02,-5.6860511E-01,1.9051764E-01,1.3175235E+00
-5.0587042E-01,-3.8812599E-01,-5.5855408E-01,-1.0780071E+00,-1.5436065E+00,5.5200302E-01,1.7874461E-01,7.4709766E-01,5.5351066E-01
-1.0143695E+00,-1.2871727E+00,-5.3964883E-01,-5.0080276E-01,-1.2242126E-01,3.9158201E-01,7.9805798E-01,-4.7544271E-01,9.3723961E-01
9.1502113E-01,-5.0488869E-01,-9.9857482E-02,-6.6531779E-01,2.0913986E-01,-3.177906E-01,1.5013759E+00,1.4460206E+00,8.1090408E-01
6.6404107E-01,-2.2253282E-01,-6.9423107E-01,-1.0677992E+00,-4.284901E-01,-3.9914088E-01,3.5182375E-01,-9.273988E-02,7.9605456E-01
-1.5404912E+00,1.5277166E+00,-6.6528282E-02,1.4169765E+00,-1.1027572E+00,-1.0604055E+00,6.2441651E-01,-4.4920453E-01,3.9204624E-01
-1.1704993E+00,9.5949202E-02,2.6614659E-01,-1.2898162E+00,1.3558662E+00,2.0327707E-02,-1.4927975E+00,-5.3339659E-01,6.5274578E-01
7.0888647E-02,9.812024E-01,-5.0218958E-01,-9.5172872E-01,-1.0700263E+00,-7.8583091E-01,-6.8854048E-01,1.308905E+00,8.2353055E-01
7.6187444E-01,8.4884549E-01,1.1592625E+00,1.2851202E+00,-1.4554342E+00,-2.04569E-01,1.3274451E+00,1.3348669E+00,2.6097203E-01
-3.0798698E-01,5.7394678E-01,-4.3253966E-01,5.6640249E-01,-1.0417057E+00,-1.2887636E+00,-1.2207057E+00,9.9424831E-01,1.0257649E+00
1.0075021E+00,-1.5074623E+00,-4.8634529E-02,5.0094633E-01,1.4739779E-01,1.0321477E+00,1.3411501E+00,2.0006598E-01,3.3530073E-01
-9.7414848E-02,1.0253475E+00,-5.8644627E-01,-6.3280761E-02,-1.4019814E+00,-5.6819392E-01,-2.17799E-01,1.0048065E+00,9.2757315E-01
-4.8158059E-01,1.3793447E+00,-1.2263676E+00,1.4401671E+00,-1.1568543E+00,8.0642458E-01,-5.9232978E-01,-1.4197336E+00,6.0520026E-01
-1.1822252E+00,8.3366496E-01,4.28792E-01,-1.0829617E+00,6.7020629E-02,7.4717153E-01,4.204234E-01,-1.0662986E+00,6.1495678E-01
9.1478823E-01,-9.6285617E-02,-1.0635437E-01,1.0508886E+00,-1.4160562E+00,7.6604202E-01,6.1416541E-01,1.504769E+00,1.7182851E-01
-1.0863415E-01,-3.5215353E-01,6.8340611E-02,2.5014709E-01,1.0492583E+00,6.2146785E-01,-9.95464E-01,8.3206128E-01,1.0043506E+00
-5.4879911E-01,1.161356E-01,-1.2222638E+00,7.7119741E-01,1.1240158E+00,-7.8535552E-01,1.3590169E+00,1.2249975E+00,1.1824306E+00
4.9418393E-02,9.6196965E-01,2.858979E-01,-6.9635356E-01,9.3691912E-01,1.5020739E+00,-1.5232401E+00,-1.464649E+00,9.3156664E-01
1.1944727E+00,1.1881591E+00,-1.5507844E+00,-1.1816872E+00,1.1372539E+00,-4.8275835E-01,-2.5773462E-01,1.1644956E+00,9.2993211E-01
7.2596987E-01,1.4268234E+00,-1.3811561E+00,5.3222254E-01,3.7632998E-01,1.0142087E+00,5.104609E-01,-4.4426101E-01,7.3271979E-01
-5.7032331E-01,8.4362625E-01,1.3732759E-01,9.4998057E-01,9.518917E-01,-4.7529835E-01,-3.7324271E-01,8.7087089E-01,9.6795733E-01
-4.246141E-01,8.1870623E-01,-1.0057549E+00,7.4959112E-01,1.4540485E+00,7.308221E-01,6.7038337E-01,4.6920958E-02,9.6186156E-01
1.2092969E+00,-1.8023885E-01,1.1873309E+00,5.9139392E-01,-2.5593184E-01,-7.0025193E-01,1.3820108E+00,6.0783318E-02,3.7729861E-01
-1.4508021E+00,-7.7906801E-01,7.4392911E-02,-4.4157229E-01,-6.0611284E-01,-7.2811256E-01,-1.4804276E+00,5.6761321E-01,7.4398208E-01
1.4116594E+00,3.6221478E-01,-3.22255E-02,-1.0635943E+00,1.2463953E+00,-8.844103E-01,-1.3356012E-01,-1.1415857E+00,8.4731225E-01
4.5223801E-01,-6.6271323E-01,-1.2600353E+00,-1.6801397E-01,2.6489013E-02,-1.4091255E+00,1.4938275E+00,-9.24801E-01,9.23924E-01
1.2516225E+00,-1.2753492E+00,6.3606541E-02,4.8103007E-01,-9.053144E-01,1.2949774E+00,-8.5013081E-01,1.4699845E+00,7.0998803E-01
-8.4269843E-02,2.9187068E-01,8.9362728E-01,1.3544714E+00,-8.8591099E-01,-2.6882547E-01,-1.8521768E-01,5.4557995E-01,5.6847552E-01
5.3503365E-01,1.444455E+00,-7.6078508E-01,6.207993E-01,-1.498467E+00,-5.3951472E-01,3.6474519E-01,-7.4666726E-01,3.1622523E-01
1.0724613E+00,-1.2727233E+00,-2.3278561E-01,5.4463537E-01,1.4134304E+00,-9.8756022E-01,1.0251977E+00,1.425978E+00,9.6165381E-01
1.5393949E+00,4.4457327E-01,-1.1449409E+00,-9.1438083E-01,-1.1987645E+00,-8.9057654E-01,-1.1380961E+00,-7.9728658E-01,6.8162671E-01
-1.5467168E+00,1.2356634E+00,-7.6606471E-01,6.7258393E-01,-6.0133995E-01,-1.3725502E+00,1.1759339E+00,-1.1028821E+00,5.2375346E-01
1.0093765E+00,-1.2742112E+00,-1.0028655E+00,6.6772559E-01,-2.1697439E-01,2.6282684E-01,1.6217665E-01,-7.4236176E-01,8.8047057E-01
-1.0220723E-02,5.6884591E-01,-5.1579689E-01,6.9495321E-01,7.0045197E-01,2.5143558E-01,-1.1994643E+00,1.5319521E+00,8.9985393E-01
1.0079003E+00,7.2675101E-01,-1.3442336E+00,-3.6292947E-01,9.4858241E-01,4.3560139E-01,2.0440129E-01,-9.7472488E-01,8.630294E-01
3.1320875E-01,-8.0537568E-03,-1.3420244E+00,1.2173447E+00,-7.5816923E-01,1.2416897E+00,-1.5298466E+00,1.2046647E+00,7.0306433E-01
-1.2097747E+00,-2.7100683E-01,1.230815E+00,-1.2798039E+00,-2.50399E-01,-5.2071977E-01,-1.3381997E+00,-7.6525461E-01,5.2807788E-01
-2.958197E-01,4.975521E-01,-1.0794706E+00,8.2000634E-01,1.2781102E+00,7.4001783E-01,-4.6011367E-01,4.6158122E-02,1.1106251E+00
1.2995258E+00,-5.614424E-01,3.5454072E-02,-3.2039071E-01,-1.0128069E+00,-8.5724444E-02,1.4706856E+00,-1.9382579E-01,5.9114981E-01
7.7755809E-01,1.1818703E+00,-1.0260157E+00,-1.1689476E-01,-1.0968199E+00,1.2202893E+00,-2.3759018E-01,2.0145532E-01,3.7779124E-01
-6.0660358E-01,-5.9676826E-01,-4.4239629E-02,-1.1548647E+00,6.1314888E-01,1.0856007E+00,-2.1388541E-01,-7.7731163E-01,1.1096653E+00
-7.1829089E-01,1.2212072E+00,1.0220063E+00,-1.0521389E+00,7.692626E-01,-6.7837583E-01,-7.9007393E-01,-1.5342424E+00,7.6959722E-01
8.255657E-01,8.0506391E-01,-1.3687525E+00,7.2614386E-01,1.3428122E+00,-6.2284815E-01,7.3965278E-01,1.8063062E-01,1.1312901E+00
-1.1319687E+00,-1.30491E-01,1.2598804E+00,-7.8758052E-01,-5.5628003E-01,-4.2214515E-01,6.2200834E-02,1.0803029E+00,6.9336467E-01
4.8789454E-01,-3.305443E-01,4.7476034E-01,-1.3359638E+00,-1.8719073E-02,-1.2773941E+00,-7.4092959E-01,1.3863616E+00,1.8541715E-01
4.8673171E-01,-1.1221669E+00,-3.4823182E-01,-5.8076399E-01,-4.5219977E-01,4.8145954E-01,4.6969991E-01,-6.1254347E-01,8.951602E-01
-2.0741563E-01,-1.278281E+00,5.487536E-02,2.8073068E-02,-6.0888687E-01,-8.5217422E-01,-5.7601916E-01,-1.8896335E-02,9.4801505E-01
1.1334188E+00,1.2832464E+00,-1.3380662E+00,5.8515695E-01,-1.3944155E+00,2.8737154E-02,1.2346139E+00,-2.8984591E-01,7.5851083E-01
-1.2480922E+00,4.8837942E-01,-1.358266E+00,1.5478506E+00,3.4061461E-01,-8.1992344E-01,-6.3263584E-02,1.1699165E+00,1.0538711E+00
-2.7109495E-01,-7.8874507E-01,-1.5642772E+00,-8.0449109E-01,7.2798112E-01,-1.42794E+00,-1.4127465E+00,-4.4216848E-01,5.6407795E-01
-9.8351093E-01,1.0826898E+00,1.1824674E+00,3.3302843E-01,-1.324657E+00,-7.6179953E-01,1.2708741E-01,1.4826301E+00,6.914381E-01
1.1923694E+00,6.6346673E-01,1.4311158E-02,-1.10921E+00,9.5637954E-01,1.5670024E+00,-3.248529E-01,-5.4799946E-01,8.8038687E-01
-6.7833495E-02,1.3730179E+00,-1.3750057E+00,-2.8167665E-01,1.4828881E+00,6.386286E-01,2.8532952E-01,9.2281518E-01,1.1973298E+00
3.2058725E-01,1.3130118E+00,-1.6513432E-01,2.4063039E-01,6.4659321E-01,-1.3912969E+00,1.4627702E+00,-2.8815205E-01,1.0408025E+00
2.7847811E-01,1.242475E+00,-1.3861932E+00,1.0452374E+00,5.2313907E-01,-6.5361736E-01,-1.3252794E+00,1.3643152E+00,7.6775662E-01
-5.9139553E-01,1.1095963E-01,3.0278896E-01,-4.8171588E-01,-9.1955879E-01,8.0259176E-01,-7.9494042E-02,-4.3881204E-01,6.8512968E-01
4.1442795E-01,-1.2075477E+00,-4.0600599E-01,-3.1461025E-01,-1.5302983E+00,-8.3909119E-01,-8.7948117E-01,1.3456044E+00,8.5834457E-01
3.7961273E-01,-5.655426E-01,-2.0343498E-01,-3.5402002E-01,4.9494084E-01,3.7611222E-03,-2.4664916E-01,-7.5220441E-01,1.0263404E+00
-4.234716E-01,1.384954E+00,-1.0789853E+00,1.6208151E-01,-4.6664959E-01,3.8132696E-01,1.4699308E+00,-5.3065447E-01,8.3293094E-01
1.5618042E+00,8.6181585E-01,-1.2336546E+00,3.4309568E-01,-1.5643973E+00,1.1318186E-01,-3.5770696E-01,2.7192409E-01,4.9353748E-01
1.2372479E+00,-1.3447895E+00,4.7862008E-01,-1.5550536E+00,-8.3663874E-01,-1.557548E+00,1.0275132E+00,-7.8907945E-01,4.5419859E-01
2.2447226E-01,-1.259743E+00,-1.4510823E+00,-8.7680049E-01,3.8136756E-01,1.1821705E+00,8.0349717E-02,-1.3957514E+00,8.1678023E-01
-3.4752022E-01,-1.3075105E+00,-1.5700388E-01,8.2532206E-01,7.9565056E-01,1.3078062E+00,-4.4714541E-01,-1.2169526E-01,5.547089E-01
-5.5163528E-01,1.1090899E-01,1.736166E-01,1.0563799E+00,-1.2610272E+00,-1.4241722E+00,-4.8325962E-01,-1.554321E-01,1.0266442E+00
-4.9424213E-01,1.0829322E+00,-5.6543968E-01,1.4371245E+00,-9.0093109E-01,-2.6841611E-01,-1.1274812E+00,1.4578254E+00,1.1130528E+00
-3.565732E-01,-1.5459531E+00,-2.6850863E-02,1.1867592E+00,5.2778586E-01,5.7455753E-02,5.1058736E-01,3.9018766E-01,8.0796697E-01
1.2330625E+00,1.2786642E+00,1.1068891E+00,-1.0977784E-01,-1.3606843E+00,1.1898932E+00,-1.3893155E+00,1.3801161E+00,4.9299737E-01
-1.0057832E+00,-1.1267076E+00,-1.0267586E+00,-9.2124668E-01,-1.3675497E+00,-8.4380279E-01,1.2318155E+00,1.2329947E+00,6.2073013E-01
7.1240333E-01,9.4640461E-01,3.689035E-02,1.5172362E+00,-5.1616053E-01,-6.4428003E-01,2.7648589E-02,9.9690282E-01,8.1135952E-01
